-1	qid:1	1:0	2:11.434075	3:13.923245	4:0	5:13.337366	6:7.407669	7:9.361648	8:0	# My Death My Decision logo.png	cs|.my
0	qid:2133	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.869154	# Miguel Hidalgo y Costilla antes del grito de Dolores, pintura de Unzueta.jpg	bn|মেক্সিকোর_ইতিহাস
1	qid:2133	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.86883	# Monte Albán-12-05oaxaca024.jpg	bn|মেক্সিকোর_ইতিহাস
0	qid:2134	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.334777	# Santaluciastation mty metro.png	bn|মোন্তেরেই_মেট্রো
1	qid:2134	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.387626	# Map of Metrorrey 2020 version.png	bn|মোন্তেরেই_মেট্রো
1	qid:2135	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.093699	# Kefermarkt Kirche Flügelaltar Geburt 01.jpg	bn|যিশুর_জন্ম
0	qid:2135	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.020972	# Tímpano de la portada de la Catedral de Tuy.jpg	bn|যিশুর_জন্ম
1	qid:2135	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.052251	# Nürnberg St. Lorenz Dreikönigsaltar Geburt 01.jpg	bn|যিশুর_জন্ম
0	qid:2135	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.771749	# Weihnachtskrippe-1052655.jpg	bn|যিশুর_জন্ম
0	qid:2135	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.043869	# Kefermarkt Kirche Flügelaltar Geburt 02.jpg	bn|যিশুর_জন্ম
1	qid:2136	1:5.1649623	2:0	3:0	4:0	5:0	6:0	7:16.665085	8:0	# 1954 east bengal cabinet.jpg	bn|যুক্তফ্রন্ট
1	qid:2137	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384223	# Simple Supply and Demand Diagram.png	bn|যোগান_ও_চাহিদা
-1	qid:2138	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Norsk iftar Android.png	bn|রমজান_(পঞ্জিকা_মাস)
-1	qid:2139	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.336825	# K-Y brand logo 2020.png	bn|রম্বস
0	qid:2139	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384954	# Nüziders-Kapelle Oberes Bild am Muttersberg-14ASD.jpg	bn|রম্বস
0	qid:2139	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.37998	# Overlapping isosceles triangles.png	bn|রম্বস
0	qid:214	1:0	2:0	3:19.209097	4:0	5:0	6:0	7:0	8:0	# Map commune FR insee code 64089.png	ceb|Baleix
1	qid:214	1:0	2:18.676348	3:13.8008995	4:0	5:0	6:24.572968	7:0	8:0	# Entrée dans Baleix.JPG	ceb|Baleix
-1	qid:2140	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.395464	# Rgp biswakarmapuja.jpg	bn|রাইপুর_গভর্মেন্ট_পলিটেকনিক
-1	qid:2141	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884578	# Danny Lo-Hung.jpg	bn|রেফারী
0	qid:2141	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.378354	# P1050603 (6662167793).jpg	bn|রেফারী
0	qid:2141	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.387626	# IMG-20190228-WA0077.jpg	bn|রেফারী
0	qid:2142	1:0	2:0	3:2.09655	4:0	5:0	6:0	7:0	8:14.381785	# Becky Lynch WM34 crop (cropped).jpg	bn|রেসলম্যানিয়া_২
-1	qid:2143	1:5.850527	2:0	3:0	4:0	5:0	6:0	7:7.887058	8:14.387626	# A Road to Dhaka from Lakshmipur at dust, Photo-- Ahsan.jpg	bn|লক্ষ্মীপুর-১
-1	qid:2143	1:3.3547354	2:0	3:0	4:0	5:0	6:0	7:10.99163	8:0	# Shahabuddin ‍School and College, Chandpur (1).jpg	bn|লক্ষ্মীপুর-১
1	qid:2144	1:13.269936	2:0	3:0	4:0	5:0	6:0	7:23.206024	8:0	# Laldighi Chittagong.jpg	bn|লালদীঘি_(চট্টগ্রাম)
-1	qid:2145	1:0	2:0	3:0	4:0	5:0	6:17.847574	7:0	8:0	# Bad smell dustbin on road of dhaka.jpg	bn|শান্তিনগর
-1	qid:2145	1:0	2:0	3:0	4:0	5:0	6:17.744743	7:0	8:0	# Dustbin on road of shantinagar.jpg	bn|শান্তিনগর
-1	qid:2145	1:0	2:0	3:0	4:0	5:0	6:17.839205	7:0	8:0	# Bad smell dustbin on road of dhaka shantinagar.jpg	bn|শান্তিনগর
0	qid:2146	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.876801	# Operating system error screen.jpg	bn|সফটওয়্যার_বাগ
-1	qid:2146	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384431	# Msg erreur libelle identique wikidata fr.png	bn|সফটওয়্যার_বাগ
1	qid:2147	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.379656	# Alcalá Semanal (11-10-1986) cabecera.png	bn|সংবাদপত্র
-1	qid:2148	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.397816	# Oum Sang-il 엄상일 mathematician.jpg	bn|সমীকরণ
0	qid:2148	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.871676	# Difractionwiki1.png	bn|সমীকরণ
-1	qid:2148	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3165045	# Acid Chloride Preparative Route for Nylon-6,10.png	bn|সমীকরণ
-1	qid:2148	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384223	# Draft Wiki PST Equation html Eq1.gif	bn|সমীকরণ
-1	qid:2149	1:0	2:0	3:0	4:0	5:0	6:30.414906	7:0	8:0	# Sazzad Hossain (1).jpg	bn|সাজ্জাদ_হোসেন
-1	qid:215	1:16.213736	2:13.1594305	3:14.749059	4:0	5:15.863601	6:10.106262	7:21.051556	8:0	# Balzac crater EN0262546208M.jpg	en|Balzac
0	qid:215	1:0	2:10.168565	3:11.926726	4:0	5:13.622417	6:17.833054	7:0	8:0	# PL Honoryusz Balzac-Komedya ludzka tom III 090.jpeg	en|Balzac
-1	qid:215	1:0	2:12.362151	3:11.886026	4:0	5:0	6:19.60959	7:0	8:0	# Dargaud - Hôtel de Balzac.jpg	en|Balzac
-1	qid:215	1:0	2:14.824194	3:11.43384	4:0	5:17.290453	6:15.067149	7:0	8:0	# Balzac mairie.JPG	en|Balzac
0	qid:215	1:0	2:12.145057	3:0	4:0	5:15.569769	6:14.654949	7:0	8:0	# Musée Balzac Château de Saché.jpg	en|Balzac
-1	qid:215	1:0	2:13.414921	3:12.372965	4:0	5:16.284681	6:12.899124	7:11.481125	8:0	# A Balzac utca.JPG	en|Balzac
-1	qid:215	1:0	2:0	3:8.1835985	4:0	5:0	6:19.647036	7:0	8:0	# Bernard-François Balssa 01.jpg	en|Balzac
1	qid:215	1:0	2:12.552686	3:7.993981	4:14.165384	5:14.792511	6:12.311481	7:13.60184	8:0	# Honoré de Balzac (1842).jpg	en|Balzac
1	qid:215	1:0	2:0	3:14.775157	4:0	5:0	6:13.533516	7:0	8:0	# Stamp of Moldova 162.gif	en|Balzac
0	qid:215	1:0	2:13.137639	3:8.55931	4:0	5:15.874478	6:12.40098	7:0	8:0	# Maison Balzac Paris.JPG	en|Balzac
1	qid:2150	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884639	# Syphilis infographic about pregnancy from CDC.jpg	bn|সিফিলিস
-1	qid:2151	1:0	2:0	3:3.4805622	4:0	5:0	6:28.495424	7:0	8:0	# Dhaka Wikipedia Meetup, September 2017.jpg	bn|সেপ্টেম্বর_২০১৭
-1	qid:2151	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.392665	# 20170919-OC-LSC-1287 (37173420662).jpg	bn|সেপ্টেম্বর_২০১৭
-1	qid:2151	1:0	2:0	3:0	4:0	5:0	6:29.21205	7:0	8:0	# East West metro underconstraction Sealdah Metro Station in Kolkata.jpg	bn|সেপ্টেম্বর_২০১৭
-1	qid:2151	1:0	2:0	3:1.7589678	4:0	5:0	6:0	7:0	8:13.870864	# Kirunas nya centrum September 2017 06.jpg	bn|সেপ্টেম্বর_২০১৭
1	qid:2152	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.805679	# Sonali Bag.jpg	bn|সোনালী_ব্যাগ
1	qid:2153	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.826	# Tsari Chu.jpg	bn|সোবণশিরি_নদী
1	qid:2153	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.393805	# 1913 North-Eastern Frontier and Tibet by Morshead and Bailey from RE Journal 1921.jpg	bn|সোবণশিরি_নদী
0	qid:2153	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.380833	# 1913 map of Tsari and Subansiri by F. M. Bailey.jpg	bn|সোবণশিরি_নদী
-1	qid:2153	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.871676	# McMahon-Line-at-Migyitun-LSIB-vs-Chinese-claims.png	bn|সোবণশিরি_নদী
-1	qid:2154	1:0	2:0	3:0	4:0	5:0	6:16.403229	7:0	8:0	# Xaacpiin.jpg	bn|স্প্যামিং
0	qid:2155	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.395404	# Item Picking Robot.png	bn|স্বয়ংক্রিয়তা
0	qid:2155	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.289014	# Collaborative Robot Cobot.png	bn|স্বয়ংক্রিয়তা
1	qid:2155	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.866877	# Autonomous Mobile Robot AMR.png	bn|স্বয়ংক্রিয়তা
0	qid:2156	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884578	# CP8 smart card - recto.png	bn|স্মার্ট_কার্ড
-1	qid:2157	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.88184	# The deals behind a transformative deal.jpg	bn|হাইব্রিড_ওপেন-অ্যাক্সেস_জার্নাল
-1	qid:2158	1:13.43844	2:0	3:0	4:0	5:0	6:0	7:22.72358	8:0	# HMA RailwayStation 01.jpg	bn|হাম্মা_হাম্মা
-1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.336825	# 2010s decade events montage9.png	bn|হিগস_বোসন
1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882979	# Elementary Particle Interactions.png	bn|হিগস_বোসন
-1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.335319	# 2010s decade events montage4.png	bn|হিগস_বোসন
-1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.380833	# 2010s decade events montage7.png	bn|হিগস_বোসন
-1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.537133	# 2010s decade events montage6.png	bn|হিগস_বোসন
-1	qid:2159	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.537133	# 2010s decade events montage5.png	bn|হিগস_বোসন
1	qid:216	1:12.532528	2:13.717783	3:0	4:0	5:16.00386	6:0	7:13.682622	8:0	# Banana rosa.jpg	en|banana
1	qid:216	1:0	2:0	3:10.97018	4:0	5:0	6:14.301716	7:0	8:0	# Musa-sp3.1.jpg	en|banana
-1	qid:216	1:0	2:0	3:0	4:10.260598	5:12.681113	6:0	7:0	8:0	# Heliconia Shoot.jpg	en|banana
-1	qid:216	1:11.082333	2:10.312707	3:0	4:0	5:13.578333	6:12.894719	7:13.176286	8:0	# Erionota thrax palm redeye banana skipper 02.jpg	en|banana
0	qid:216	1:0	2:0	3:0	4:0	5:0	6:18.30326	7:0	8:0	# Musa acuminata Super Dwarf Cavendish 0zz.jpg	en|banana
-1	qid:216	1:0	2:0	3:5.1716123	4:0	5:0	6:15.955444	7:0	8:0	# Tursiops truncatus 01.jpg	en|banana
1	qid:216	1:0	2:13.875882	3:0	4:0	5:15.817536	6:9.692037	7:0	8:0	# Banana (3999247818).jpg	en|banana
-1	qid:216	1:0	2:12.670204	3:0	4:0	5:15.426812	6:15.458543	7:17.47736	8:0	# Nana Banana logo.jpg	en|banana
0	qid:2160	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.8700075	# Rajawali Hino RN 285 Laksana Legacy SR1 RN8J.jpg	bn|হিনো_মটরস
-1	qid:2160	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.532681	# Restu Panda Patas Jember.jpg	bn|হিনো_মটরস
1	qid:2161	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.541345	# WDW-GOYK8722.jpg	bn|হোয়াই_ডোন্ট_উই
-1	qid:2162	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.387626	# Ivy bee (Colletes hederae) male.jpg	ko|가슴
1	qid:2163	1:0	2:0	3:0	4:0	5:0	6:16.29728	7:0	8:0	# TOO (티오오) PHOTO SESSION @ 'FACT iN STAR' STUDIO 1m 51s.jpg	ko|지수
-1	qid:2164	1:0	2:16.190788	3:0	4:0	5:23.000853	6:18.798872	7:0	8:0	# 2004年四子王旗建国路 - panoramio.jpg	zh|国旗
1	qid:2164	1:0	2:0	3:0	4:0	5:0	6:22.532036	7:0	8:0	# China Flag and CSG Flag.jpg	zh|国旗
-1	qid:2164	1:0	2:22.510075	3:0	4:0	5:28.524563	6:18.539345	7:0	8:0	# ラオス国旗.jpg	zh|国旗
-1	qid:2164	1:0	2:22.794785	3:0	4:0	5:29.900272	6:20.941721	7:0	8:0	# フランス国旗とEU旗.jpg	zh|国旗
1	qid:2164	1:0	2:0	3:0	4:0	5:0	6:22.046778	7:0	8:0	# Flag of South Korea.png	zh|国旗
1	qid:2165	1:0	2:42.024445	3:0	4:0	5:72.38195	6:55.082375	7:0	8:0	# 弥勒菩薩像-Miroku Bosatsu MET DT278545.jpg	zh|弥勒菩薩
1	qid:2166	1:0	2:27.450336	3:0	4:0	5:36.26654	6:21.875866	7:0	8:0	# 昆虫ゼリー (2303042826).jpg	zh|昆虫
-1	qid:2166	1:0	2:0	3:0	4:0	5:0	6:0	7:16.276329	8:0	# HISADA Kichinosuke's tile works, NAWA Insect Museum (Gifu, Japan).jpg	zh|昆虫
1	qid:2166	1:0	2:0	3:0	4:0	5:0	6:25.593391	7:0	8:0	# Fly November 2007-10.jpg	zh|昆虫
1	qid:2166	1:0	2:0	3:0	4:0	5:0	6:23.020435	7:17.398218	8:0	# Sinopoda forcipata catching a bug - 3.jpg	zh|昆虫
1	qid:2166	1:0	2:0	3:0	4:0	5:0	6:28.891869	7:30.179783	8:0	# Don't touch Butterfly wings for their health.jpg	zh|昆虫
1	qid:2166	1:0	2:0	3:27.255318	4:0	5:0	6:0	7:0	8:0	# 245C1747musimon.jpg	zh|昆虫
1	qid:2166	1:0	2:0	3:0	4:0	5:0	6:18.426655	7:0	8:0	# Ensifera wagenmoos 01 edit.JPG	zh|昆虫
-1	qid:2167	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Wenaasgruppen.JPG	zh|粘
-1	qid:2168	1:0	2:0	3:0	4:0	5:0	6:18.343878	7:0	8:0	# Yoneshiro River Takanosu.jpg	zh|鷹
-1	qid:2168	1:0	2:11.903476	3:0	4:0	5:15.519901	6:17.019257	7:0	8:0	# 鷹巣年金事務所.JPG	zh|鷹
-1	qid:2168	1:0	2:11.672112	3:0	4:0	5:16.841614	6:10.900952	7:0	8:0	# Xa 1981 山鷹 128.8x114.6 cm.jpg	zh|鷹
-1	qid:2168	1:0	2:0	3:0	4:0	5:0	6:14.415031	7:9.866699	8:0	# 軒先 - panoramio.jpg	zh|鷹
-1	qid:2168	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.8700075	# BRD - 5 DM 1984 D - Gründung des Deutschen Zollvereins - Wertseite.jpg	zh|鷹
-1	qid:2168	1:0	2:0	3:0	4:0	5:0	6:16.373722	7:0	8:0	# A34-20140626-131 (15112371052).jpg	zh|鷹
-1	qid:2168	1:0	2:11.513421	3:0	4:0	5:15.771804	6:14.53287	7:0	8:0	# 大野台～鷹巣盆地 - panoramio.jpg	zh|鷹
-1	qid:2168	1:0	2:12.386757	3:0	4:0	5:16.17591	6:16.03966	7:0	8:0	# 鷹の台駅前通り.jpg	zh|鷹
1	qid:2168	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.915352	# A Hawkward Look.jpg	zh|鷹
-1	qid:217	1:4.0923867	2:9.787901	3:0	4:0	5:0	6:22.369965	7:16.696495	8:0	# Collage Región Metropolitana, Chile.png	es|bandera de chile
1	qid:217	1:0.8624076	2:4.0387416	3:10.39954	4:0	5:4.89671	6:3.640064	7:5.5975227	8:14.336825	# Encuentro de marchas de las ciudades de La Serena y Coquimbo.jpg	es|bandera de chile
-1	qid:217	1:0	2:11.734634	3:8.887953	4:0	5:18.161951	6:20.820387	7:0	8:0	# Bandera de República Dominicana en departamento (2019).jpg	es|bandera de chile
-1	qid:217	1:9.658867	2:9.953408	3:20.095623	4:0	5:12.387783	6:23.084341	7:18.171703	8:0	# Paseo Bandera, Santiago 20190718 06.jpg	es|bandera de chile
0	qid:217	1:0	2:3.0136194	3:11.624662	4:0	5:3.9492254	6:19.969202	7:0	8:0	# Castillo de Niebla, muro y banderas.JPG	es|bandera de chile
1	qid:217	1:0	2:19.384695	3:20.765587	4:0	5:27.723145	6:27.435305	7:0	8:0	# Santiago de Chile, La Moneda (2019) bandera grande.jpg	es|bandera de chile
-1	qid:217	1:0	2:0	3:0	4:0	5:0	6:23.37632	7:11.27208	8:0	# USF.png	es|bandera de chile
-1	qid:217	1:0	2:14.148808	3:9.070014	4:14.047229	5:21.700989	6:17.70807	7:0	8:0	# Propuesta de Bandera de Castro.png	es|bandera de chile
1	qid:217	1:0	2:18.376331	3:13.007578	4:0	5:30.654009	6:22.60202	7:0	8:0	# Bandera de Chile usada en Laguna del Desierto 3.jpg	es|bandera de chile
0	qid:217	1:0	2:0	3:14.936878	4:0	5:0	6:12.784583	7:0	8:0	# Chilean Flag.jpg	es|bandera de chile
-1	qid:218	1:0	2:10.822951	3:9.117468	4:0	5:0	6:17.673405	7:0	8:0	# Banksia menziesii MHNT.BOT.2008.11.36.jpg	vi|Banksia_media
-1	qid:218	1:0	2:11.064824	3:11.568488	4:0	5:0	6:19.13251	7:0	8:0	# Banksia caleyi MHNT.BOT.2008.11.37.jpg	vi|Banksia_media
-1	qid:218	1:0	2:11.066301	3:9.292886	4:0	5:0	6:17.963615	7:0	8:0	# Banksia integrifolia MHNT.BOT.2008.11.34.jpg	vi|Banksia_media
-1	qid:218	1:0	2:10.920444	3:11.5110855	4:0	5:0	6:18.909472	7:0	8:0	# Banksia candolleana MHNT.BOT.2008.11.33.jpg	vi|Banksia_media
1	qid:218	1:0	2:24.18221	3:16.187716	4:0	5:0	6:14.474724	7:0	8:0	# Banksia media inflorescence.jpg	vi|Banksia_media
1	qid:218	1:0	2:25.758507	3:12.709802	4:0	5:0	6:14.474724	7:0	8:0	# Banksia media.JPG	vi|Banksia_media
-1	qid:218	1:0	2:13.930762	3:11.017359	4:0	5:0	6:16.453232	7:0	8:0	# Banksia grandis MHNT.jpg	vi|Banksia_media
1	qid:219	1:0	2:31.121443	3:24.667164	4:0	5:0	6:32.915848	7:0	8:0	# Banksia mimica flower.jpg	ceb|Banksia_mimica
-1	qid:22	1:0	2:0	3:0	4:0	5:0	6:6.3595386	7:0	8:0	# Aurora (1917) (14774286984).jpg	en|19 flashing cement
1	qid:220	1:0	2:14.022675	3:15.0321045	4:15.714234	5:18.049957	6:17.509298	7:0	8:0	# Banksy anarchist rat in Sloane Square.jpg	en|banksy
1	qid:220	1:0	2:17.22985	3:13.433299	4:0	5:20.7538	6:19.419329	7:0	8:0	# Banksy Raingirl Corner.jpg	en|banksy
1	qid:220	1:0	2:0	3:16.635693	4:0	5:0	6:0	7:0	8:0	# West bank.png	en|banksy
1	qid:220	1:0	2:17.560154	3:10.712594	4:0	5:20.475264	6:13.577962	7:0	8:0	# Banksy costume.jpg	en|banksy
1	qid:220	1:12.623617	2:0	3:16.387308	4:0	5:0	6:0	7:10.892509	8:0	# Banksyve 03.jpg	en|banksy
-1	qid:220	1:0	2:17.718796	3:12.466098	4:0	5:21.525993	6:19.55475	7:0	8:0	# Banksy vs Robbo - Banksy la rat.jpg	en|banksy
-1	qid:220	1:0	2:13.258547	3:0	4:0	5:16.986399	6:20.167	7:0	8:0	# Queues for Banksy v Bristol (3763120614).jpg	en|banksy
0	qid:220	1:11.100844	2:15.780164	3:12.095888	4:0	5:19.133432	6:17.023207	7:9.881054	8:0	# Banksy Girl ATM.JPG	en|banksy
1	qid:221	1:8.127026	2:17.622166	3:14.079201	4:0	5:26.562855	6:27.572441	7:25.050564	8:10.395406	# Barack Obama with artistic gymnastic McKayla Maroney 2.jpg	en|barack obama
0	qid:221	1:0	2:16.836258	3:21.287497	4:13.92943	5:27.68454	6:22.299843	7:0	8:0	# Barack Obama and Medal of Valor recipients in 2016.jpg	en|barack obama
1	qid:221	1:0	2:13.689788	3:20.828438	4:0	5:23.63706	6:11.884237	7:0	8:10.700638	# Barack Obama meets with Scott Gration in the Oval Office 4-23-09 2.JPG	en|barack obama
1	qid:221	1:21.032608	2:23.07597	3:20.162807	4:16.3568	5:27.207047	6:30.34822	7:26.76493	8:10.547928	# President Barack Obama.jpg	en|barack obama
1	qid:221	1:11.912065	2:19.355274	3:25.15041	4:0	5:13.041328	6:22.578928	7:20.546453	8:10.416651	# Team Rubicon meets with Barack Obama.jpg	en|barack obama
1	qid:221	1:0	2:10.5456705	3:27.893665	4:0	5:12.745186	6:20.028244	7:0	8:0	# Flickr Obama Springfield 01.jpg	en|barack obama
1	qid:221	1:0	2:0	3:20.13145	4:0	5:0	6:21.183704	7:27.617264	8:10.349963	# The Westeros Wing.jpg	en|barack obama
1	qid:221	1:8.3639145	2:0	3:25.307789	4:0	5:0	6:11.529036	7:20.64045	8:0	# ObamaUCI.jpg	en|barack obama
1	qid:221	1:0	2:11.989652	3:10.666959	4:0	5:0	6:23.898525	7:0	8:10.534708	# Biden Obama.jpg	en|barack obama
-1	qid:221	1:0	2:11.785596	3:26.303429	4:0	5:13.731975	6:13.025448	7:0	8:0	# Obama Oklahoma.jpg	en|barack obama
-1	qid:222	1:0	2:14.3134	3:14.994298	4:0	5:0	6:30.500677	7:18.946367	8:0	# Secretary Clinton With CARICOM Ministers adjusted.jpg	en|Barbados_and_CARICOM
0	qid:222	1:0	2:13.014729	3:8.053789	4:0	5:0	6:32.328823	7:0	8:0	# Special Meeting of CARICOM on COVID-19 (49605607148).jpg	en|Barbados_and_CARICOM
0	qid:222	1:0	2:15.162196	3:8.638218	4:0	5:0	6:21.732328	7:0	8:0	# Presidenta participó de CARICOM (27535934064).jpg	en|Barbados_and_CARICOM
0	qid:222	1:0	2:13.007278	3:8.038655	4:0	5:0	6:32.628036	7:0	8:0	# Special Meeting of CARICOM on COVID-19 (49606108936).jpg	en|Barbados_and_CARICOM
-1	qid:222	1:0	2:13.747111	3:14.744603	4:0	5:0	6:31.06544	7:0	8:0	# Sign for the CARICOM Regional Organisation for Standards and Quality, Bridgetown.jpg	en|Barbados_and_CARICOM
1	qid:223	1:0	2:9.0556965	3:9.301052	4:0	5:11.049302	6:9.394059	7:0	8:0	# Port Authority Barcelona 2013.jpg	en|barcelona
-1	qid:223	1:10.303384	2:9.000311	3:10.458581	4:0	5:10.999079	6:10.040953	7:11.1224785	8:0	# Casa Batlló, Barcelona 35.jpg	en|barcelona
-1	qid:223	1:0	2:8.073001	3:8.145746	4:0	5:10.414665	6:10.26135	7:0	8:0	# Barcelona Cathedral Interior - St. Thecla - 1486.jpg	en|barcelona
0	qid:223	1:8.755379	2:9.143721	3:6.990236	4:0	5:11.485754	6:0	7:7.770695	8:0	# Barcelona Arc de Triomf.jpg	en|barcelona
-1	qid:223	1:0	2:9.10974	3:0	4:9.903046	5:12.575295	6:9.174503	7:0	8:0	# BARCELONA-SANTOS - Jonathan Álvez.jpg	en|barcelona
1	qid:223	1:0	2:9.067878	3:10.285407	4:0	5:11.091618	6:9.604083	7:0	8:0	# Panorámica de Barcelona B05.jpg	en|barcelona
1	qid:223	1:0	2:8.089422	3:9.901334	4:0	5:10.425006	6:8.076515	7:9.374268	8:0	# Port Vell, Barcelona, Spain - Jan 2007.jpg	en|barcelona
-1	qid:223	1:0	2:0	3:0	4:0	5:0	6:11.101634	7:0	8:0	# La Boqueria.JPG	en|barcelona
1	qid:223	1:0	2:6.7061296	3:9.976162	4:0	5:9.425455	6:10.127083	7:0	8:0	# Exterior of the Església de Sant Francesc de Sales (Barcelona).jpg	en|barcelona
-1	qid:223	1:10.117434	2:9.018457	3:0	4:0	5:11.027938	6:10.065236	7:11.148529	8:0	# Palau Güell, Barcelona 66.jpg	en|barcelona
1	qid:224	1:0	2:6.6947393	3:9.392749	4:11.928446	5:9.575587	6:12.510866	7:0	8:0	# Ronald Reagan throws out the opening pitch at a Chicago Cubs baseball game.jpg	en|baseball
-1	qid:224	1:0	2:0	3:13.207706	4:0	5:0	6:0	7:0	8:0	# Kit body tomateros.png	en|baseball
1	qid:224	1:0	2:8.978265	3:13.362708	4:0	5:11.44638	6:11.682206	7:0	8:0	# 197A2027 Alfredo Escalera Baseball Prospect 14.JPG	en|baseball
-1	qid:224	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.919594	# Dave Wottle autographed hat and jersey.jpg	en|baseball
0	qid:224	1:0	2:10.05172	3:5.688241	4:10.131456	5:13.502637	6:12.108333	7:0	8:0	# Sandlot baseball LOC 27855926953.jpg	en|baseball
-1	qid:224	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.382503	# Richmond County Bank Ballpark grandstand.jpg	en|baseball
1	qid:224	1:0	2:0	3:9.039406	4:0	5:0	6:0	7:0	8:10.797791	# Erik Kratz on June 9, 2015.jpg	en|baseball
1	qid:224	1:0	2:0	3:5.275412	4:0	5:0	6:11.112425	7:0	8:0	# Frank Robinson 1961.jpg	en|baseball
1	qid:224	1:0	2:0	3:13.332064	4:0	5:0	6:0	7:0	8:0	# Deep Fly.JPG	en|baseball
1	qid:225	1:0	2:10.039668	3:0	4:0	5:12.916711	6:10.54223	7:0	8:0	# Basketball, 1. Damen-Basketball-Bundesliga, ChemCats Chemnitz LR10 by Stepro IMG 7684.jpg	en|basketball
0	qid:225	1:0	2:10.692939	3:11.657264	4:10.835696	5:14.418359	6:13.6045065	7:11.520569	8:0	# Basketball clipart hoop.png	en|basketball
1	qid:225	1:0	2:9.407331	3:0	4:10.378014	5:14.009841	6:9.4717865	7:0	8:0	# LT-2011-50litų-Basketball-b.png	en|basketball
1	qid:225	1:0	2:0	3:7.1710734	4:10.807101	5:0	6:7.464789	7:0	8:0	# Kent Benson attempts a hook shot over Ken Ferdinand.jpg	en|basketball
0	qid:225	1:0	2:9.620241	3:8.705044	4:0	5:11.9619	6:15.154604	7:0	8:0	# 77-365 - Basketball Jones (3366925210).jpg	en|basketball
1	qid:225	1:0	2:11.486844	3:9.273007	4:0	5:13.435268	6:9.301061	7:0	8:0	# Basketball Court.jpg	en|basketball
-1	qid:225	1:0	2:7.483268	3:6.4246173	4:7.51085	5:12.172746	6:12.116457	7:0	8:0	# Jacob Riis Park td (2018-08-03) 072 - Basketball Courts.jpg	en|basketball
0	qid:225	1:0	2:0	3:13.242963	4:0	5:0	6:10.571422	7:0	8:0	# UniformeEspañaBaloncesto.jpg	en|basketball
0	qid:225	1:8.037183	2:0	3:9.975934	4:0	5:0	6:8.463399	7:14.600148	8:0	# Elmer Austin.jpg	en|basketball
